species	larva	segment	anterior	posterior	denticle.width
Dpse	87	A7	76.16	78.92	2.76
Dpse	87	A8	83.21	86.27	3.06
Dpse	88	A1	30.6	31.94	1.34
Dpse	88	A2	37.47	40.4	2.93
Dpse	88	A3	45.74	48.82	3.08
Dpse	88	A4	53.5	56.86	3.36
Dpse	88	A5	61.46	64.77	3.31
Dpse	88	A6	69.04	72.38	3.34
Dpse	88	A7	76.88	80.22	3.34
Dpse	88	A8	84.84	88.01	3.17
Dpse	89	A1	31.01	32.31	1.3
Dpse	89	A2	37.89	40.85	2.96
Dpse	89	A3	45.98	49	3.02
Dpse	89	A4	53.91	57.08	3.17
Dpse	89	A5	61.56	64.74	3.18
Dpse	89	A6	69.3	72.6	3.3
Dpse	89	A7	77.35	80.24	2.89
Dpse	89	A8	84.26	85.28	1.02
Dpse	90	A1	31.17	32.45	1.28
Dpse	90	A2	37.96	40.83	2.87
Dpse	90	A3	46.11	48.72	2.61
Dpse	90	A4	53.78	56.51	2.73
Dpse	90	A5	61.28	64.2	2.92
Dpse	90	A6	69.02	71.91	2.89
Dpse	90	A7	76.73	79.39	2.66
Dpse	90	A8	84.52	87.06	2.54
Dpse	91	A1	30.92	32.22	1.3
Dpse	91	A2	37.83	40.74	2.91
Dpse	91	A3	45.94	48.93	2.99
Dpse	91	A4	53.77	57.1	3.33
Dpse	91	A5	61.65	64.67	3.02
Dpse	91	A6	69.37	72.49	3.12
Dpse	91	A7	77.4	80.31	2.91
Dpse	91	A8	85.55	88.8	3.25
Dpse	92	A1	30.66	31.92	1.26
Dpse	92	A2	37.65	40.55	2.9
Dpse	92	A3	45.94	49.14	3.2
Dpse	92	A4	53.86	57.11	3.25
Dpse	92	A5	61.09	64.21	3.12
Dpse	92	A6	69.04	72.2	3.16
Dpse	92	A7	76.82	79.98	3.16
Dpse	92	A8	84.11	85.73	1.62
Dpse	93	A1	31.56	33.12	1.56
Dpse	93	A2	38.4	41.68	3.28
Dpse	93	A3	46.19	49.92	3.73
Dpse	93	A4	54.31	57.85	3.54
Dpse	93	A5	61.99	65.51	3.52
Dpse	93	A6	69.33	72.58	3.25
Dpse	93	A7	77	79.55	2.55
Dpse	93	A8	82.7	84.91	2.21
Dpse	94	A1	30.39	31.72	1.33
Dpse	94	A2	37.41	40.44	3.03
Dpse	94	A3	45.71	48.79	3.08
Dpse	94	A4	53.54	56.84	3.3
Dpse	94	A5	61.48	64.85	3.37
Dpse	94	A6	69.46	72.76	3.3
Dpse	94	A7	77.42	80.69	3.27
Dpse	94	A8	84.39	86.73	2.34
Dpse	95	A1	31.29	32.61	1.32
Dpse	95	A2	38.03	40.96	2.93
Dpse	95	A3	46.26	49.17	2.91
Dpse	95	A4	53.68	56.59	2.91
Dpse	95	A5	61.01	64.08	3.07
Dpse	95	A6	68.52	71.75	3.23
Dpse	95	A7	76.35	79.43	3.08
Dpse	95	A8	84.23	87.08	2.85
Dpse	96	A1	30.91	32.16	1.25
Dpse	96	A2	37.94	41.01	3.07
Dpse	96	A3	46.3	49.42	3.12
Dpse	96	A4	54.15	57.51	3.36
Dpse	96	A5	62.03	65.24	3.21
Dpse	96	A6	69.81	73.13	3.32
Dpse	96	A7	77.79	81.02	3.23
Dpse	96	A8	85.31	88.11	2.8
Dpse	97	A1	30.06	31.62	1.56
Dpse	97	A2	37.03	40.23	3.2
Dpse	97	A3	45.63	48.65	3.02
Dpse	97	A4	53.4	56.73	3.33
Dpse	97	A5	61.28	64.47	3.19
Dpse	97	A6	69.04	72.32	3.28
Dpse	97	A7	76.73	80.11	3.38
Dpse	97	A8	84.78	87.3	2.52
Dpse	98	A1	31.27	32.91	1.64
Dpse	98	A2	38.39	41.29	2.9
Dpse	98	A3	46.48	49.86	3.38
Dpse	98	A4	54.62	57.97	3.35
Dpse	98	A5	62.7	65.74	3.04
Dpse	98	A6	70.52	73.27	2.75
Dpse	98	A7	78.28	81.11	2.83
Dpse	98	A8	85.24	88.7	3.46
Dpse	99	A1	30.61	32.08	1.47
Dpse	99	A2	37.43	40.36	2.93
Dpse	99	A3	45.3	48.22	2.92
Dpse	99	A4	52.81	56.05	3.24
Dpse	99	A5	60.44	63.6	3.16
Dpse	99	A6	68.33	71.59	3.26
Dpse	99	A7	76.58	79.67	3.09
Dpse	99	A8	84.39	86.36	1.97
Dpse	100	A1	31.21	32.36	1.15
Dpse	100	A2	37.97	41.02	3.05
Dpse	100	A3	46.33	49.23	2.9
Dpse	100	A4	53.99	57.32	3.33
Dpse	100	A5	61.88	65.16	3.28
Dpse	100	A6	69.93	72.89	2.96
Dpse	100	A7	77.3	79.85	2.55
Dpse	100	A8	84.23	86.89	2.66
Dpse	101	A1	30.49	32.22	1.73
Dpse	101	A2	37.37	40.56	3.19
Dpse	101	A3	45.39	48.61	3.22
Dpse	101	A4	53	56.41	3.41
Dpse	101	A5	60.91	64.12	3.21
Dpse	101	A6	68.66	71.88	3.22
Dpse	101	A7	76.52	79.42	2.9
Dpse	101	A8	83.89	86.28	2.39
Dpse	102	A1	31.37	32.75	1.38
Dpse	102	A2	38.25	41.28	3.03
Dpse	102	A3	46.68	49.68	3
Dpse	102	A4	54.57	57.89	3.32
Dpse	102	A5	62.22	65.44	3.22
Dpse	102	A6	70.1	73.43	3.33
Dpse	102	A7	78.29	81.51	3.22
Dpse	102	A8	85.95	88.08	2.13
Dpse	103	A1	30.69	32.2	1.51
Dpse	103	A2	37.89	40.76	2.87
Dpse	103	A3	45.75	48.83	3.08
Dpse	103	A4	54.01	57.11	3.1
Dpse	103	A5	61.52	64.58	3.06
Dpse	103	A6	68.97	72.11	3.14
Dpse	103	A7	76.8	79.35	2.55
Dpse	103	A8	84.01	85.4	1.39
Dpse	104	A1	31.26	32.38	1.12
Dpse	104	A2	37.87	40.85	2.98
Dpse	104	A3	46.26	48.97	2.71
Dpse	104	A4	53.88	56.87	2.99
Dpse	104	A5	61.18	64.32	3.14
Dpse	104	A6	69.01	72.07	3.06
Dpse	104	A7	76.79	79.87	3.08
Dpse	104	A8	84.95	86.65	1.7
Dpse	105	A1	31.43	32.7	1.27
Dpse	105	A2	38.09	41.15	3.06
Dpse	105	A3	46.33	49.57	3.24
Dpse	105	A4	54.01	57.02	3.01
Dpse	105	A5	61.82	64.59	2.77
Dpse	105	A6	69.24	72.58	3.34
Dpse	105	A7	77.31	80.55	3.24
Dpse	105	A8	85.17	86.59	1.42
Dpse	106	A1	32.18	33.27	1.09
Dpse	106	A2	38.64	41.62	2.98
Dpse	106	A3	46.67	49.94	3.27
Dpse	106	A4	54.35	56.61	2.26
Dpse	106	A5	61.38	64.47	3.09
Dpse	106	A6	69.06	72.58	3.52
Dpse	106	A7	76.61	80.01	3.4
Dpse	106	A8	84.59	87.29	2.7
Dpse	107	A1	31.25	32.56	1.31
Dpse	107	A2	37.96	41.11	3.15
Dpse	107	A3	46.04	49.01	2.97
Dpse	107	A4	53.68	56.78	3.1
Dpse	107	A5	61.23	64.3	3.07
Dpse	107	A6	68.75	72.23	3.48
Dpse	107	A7	76.81	80.23	3.42
Dpse	107	A8	85.14	88.31	3.17
Dpse	108	A1	31.75	33.19	1.44
Dpse	108	A2	39.01	42.07	3.06
Dpse	108	A3	47.12	50.24	3.12
Dpse	108	A4	54.59	57.25	2.66
Dpse	108	A5	62.12	65.51	3.39
Dpse	108	A6	69.8	72.99	3.19
Dpse	108	A7	77.79	80.44	2.65
Dpse	108	A8	84.45	86.56	2.11
Dpse	109	A1	32.01	33.3	1.29
Dpse	109	A2	38.77	41.96	3.19
Dpse	109	A3	46.86	50.03	3.17
Dpse	109	A4	54.77	58.03	3.26
Dpse	109	A5	62.4	65.26	2.86
Dpse	109	A6	69.53	72.75	3.22
Dpse	109	A7	77.41	80.78	3.37
Dpse	109	A8	85.29	87.74	2.45
Dpse	110	A1	31.8	32.92	1.12
Dpse	110	A2	39.08	41.49	2.41
Dpse	110	A3	46.49	49.47	2.98
Dpse	110	A4	53.83	56.95	3.12
Dpse	110	A5	61.41	64.57	3.16
Dpse	110	A6	69.04	72.43	3.39
Dpse	110	A7	76.96	79.67	2.71
Dpse	110	A8	84.71	87.37	2.66
Dpse	111	A1	31.19	32.38	1.19
Dpse	111	A2	37.96	40.92	2.96
Dpse	111	A3	45.82	48.82	3
Dpse	111	A4	53.61	56.42	2.81
Dpse	111	A5	60.82	64.13	3.31
Dpse	111	A6	68.31	71.28	2.97
Dpse	111	A7	76.42	78.9	2.48
Dpse	111	A8	83.27	85.71	2.44
Dpse	112	A1	32.22	33.94	1.72
Dpse	112	A2	39.19	42.24	3.05
Dpse	112	A3	47.46	50.61	3.15
Dpse	112	A4	55.43	58.51	3.08
Dpse	112	A5	63.06	66.04	2.98
Dpse	112	A6	70.4	73.63	3.23
Dpse	112	A7	78.21	80.67	2.46
Dpse	112	A8	84.64	86.34	1.7
Dpse	113	A1	31.66	33.21	1.55
Dpse	113	A2	38.9	42.04	3.14
Dpse	113	A3	47.4	50.67	3.27
Dpse	113	A4	55.27	58.46	3.19
Dpse	113	A5	62.99	66.33	3.34
Dpse	113	A6	70.66	73.88	3.22
Dpse	113	A7	79.01	81.95	2.94
Dpse	113	A8	85.58	88.18	2.6
Dpse	114	A1	32.38	33.44	1.06
Dpse	114	A2	38.9	42.01	3.11
Dpse	114	A3	47.04	50.07	3.03
Dpse	114	A4	54.52	57.25	2.73
Dpse	114	A5	61.95	65.15	3.2
Dpse	114	A6	69.78	72.86	3.08
Dpse	114	A7	77.88	80.72	2.84
Dpse	114	A8	84.65	88.57	3.92
Dpse	115	A1	30.69	31.95	1.26
Dpse	115	A2	37.57	40.32	2.75
Dpse	115	A3	45.51	48.59	3.08
Dpse	115	A4	53.08	55.94	2.86
Dpse	115	A5	60.54	63.47	2.93
Dpse	115	A6	68.07	71.19	3.12
Dpse	115	A7	75.75	78.78	3.03
Dpse	115	A8	82.3	84.99	2.69
Dpse	116	A1	32.26	33.49	1.23
Dpse	116	A2	38.98	42.2	3.22
Dpse	116	A3	47.26	50.49	3.23
Dpse	116	A4	55.2	58.15	2.95
Dpse	116	A5	62.66	65.6	2.94
Dpse	116	A6	70.18	73.3	3.12
Dpse	116	A7	78.21	80.79	2.58
Dpse	116	A8	85.41	87.63	2.22
Dpse	117	A1	32.43	34.22	1.79
Dpse	117	A2	40.02	42.62	2.6
Dpse	117	A3	47.45	50.62	3.17
Dpse	117	A4	55.31	58.6	3.29
Dpse	117	A5	63	66.09	3.09
Dpse	117	A6	70.6	73.81	3.21
Dpse	117	A7	78.28	81.43	3.15
Dpse	117	A8	86.14	89.21	3.07
Dpse	118	A1	30.79	32.14	1.35
Dpse	118	A2	37.41	40.66	3.25
Dpse	118	A3	45.43	48.52	3.09
Dpse	118	A4	53.32	56.44	3.12
Dpse	118	A5	60.82	64.18	3.36
Dpse	118	A6	68.73	71.98	3.25
Dpse	118	A7	76.44	79.92	3.48
Dpse	118	A8	84.02	87.15	3.13
Dsan	1	A1	31.61	33.11	1.5
Dsan	1	A2	38.05	41.44	3.39
Dsan	1	A3	45.88	49.01	3.13
Dsan	1	A4	53.27	56.26	2.99
Dsan	1	A5	60.38	63.6	3.22
Dsan	1	A6	67.5	70.88	3.38
Dsan	1	A7	75.09	78.35	3.26
Dsan	1	A8	82.86	85.16	2.3
Dsan	2	A1	30.24	32.09	1.85
Dsan	2	A2	37.17	40.48	3.31
Dsan	2	A3	44.84	48.15	3.31
Dsan	2	A4	52.44	54.79	2.35
Dsan	2	A5	59.03	62.61	3.58
Dsan	2	A6	66.87	70.28	3.41
Dsan	2	A7	75.16	78.09	2.93
Dsan	2	A8	82.11	83.91	1.8
Dsan	3	A1	30.89	32.4	1.51
Dsan	3	A2	37.29	40.44	3.15
Dsan	3	A3	45.01	48.09	3.08
Dsan	3	A4	52.33	55.48	3.15
Dsan	3	A5	59.65	62.91	3.26
Dsan	3	A6	67.23	70.65	3.42
Dsan	3	A7	74.91	78.16	3.25
Dsan	3	A8	82.3	85.42	3.12
Dsan	4	A1	31.61	33.45	1.84
Dsan	4	A2	38.46	41.69	3.23
Dsan	4	A3	46.29	49.5	3.21
Dsan	4	A4	53.71	56.73	3.02
Dsan	4	A5	60.92	63.84	2.92
Dsan	4	A6	68.03	71.04	3.01
Dsan	4	A7	75.55	78.92	3.37
Dsan	4	A8	82.7	85.57	2.87
Dsan	5	A1	29.77	31.11	1.34
Dsan	5	A2	36.34	39.71	3.37
Dsan	5	A3	44.21	47.38	3.17
Dsan	5	A4	51.67	54.97	3.3
Dsan	5	A5	59.41	62.57	3.16
Dsan	5	A6	67.1	70.54	3.44
Dsan	5	A7	74.25	77.58	3.33
Dsan	5	A8	81.96	84.09	2.13
Dsan	6	A1	30.43	31.95	1.52
Dsan	6	A2	36.85	40.13	3.28
Dsan	6	A3	44.86	47.92	3.06
Dsan	6	A4	52.04	55.29	3.25
Dsan	6	A5	59.64	62.91	3.27
Dsan	6	A6	66.82	70.19	3.37
Dsan	6	A7	74.36	77.93	3.57
Dsan	6	A8	82.21	85.56	3.35
Dsan	7	A1	30.47	32.16	1.69
Dsan	7	A2	37.37	40.37	3
Dsan	7	A3	45.11	48.2	3.09
Dsan	7	A4	52.62	55.82	3.2
Dsan	7	A5	60.01	62.94	2.93
Dsan	7	A6	67.1	70.13	3.03
Dsan	7	A7	74.8	77.92	3.12
Dsan	7	A8	82.61	85.54	2.93
Dsan	8	A1	31.99	33.6	1.61
Dsan	8	A2	38.54	41.83	3.29
Dsan	8	A3	46.48	49.55	3.07
Dsan	8	A4	53.9	57.03	3.13
Dsan	8	A5	61.32	64.35	3.03
Dsan	8	A6	68.65	71.18	2.53
Dsan	8	A7	75.63	78.41	2.78
Dsan	8	A8	80.58	84.96	4.38
Dsan	9	A1	31.22	32.64	1.42
Dsan	9	A2	37.66	40.91	3.25
Dsan	9	A3	45.59	48.86	3.27
Dsan	9	A4	53.08	56.35	3.27
Dsan	9	A5	60.45	63.6	3.15
Dsan	9	A6	67.71	70.91	3.2
Dsan	9	A7	75.16	78.52	3.36
Dsan	9	A8	82.9	85.07	2.17
Dsan	10	A1	30.67	32.3	1.63
Dsan	10	A2	37.67	40.86	3.19
Dsan	10	A3	45.44	48.81	3.37
Dsan	10	A4	53.22	56.38	3.16
Dsan	10	A5	60.71	63.74	3.03
Dsan	10	A6	68.09	71.1	3.01
Dsan	10	A7	75.69	78.39	2.7
Dsan	10	A8	82.73	84.41	1.68
Dsan	11	A1	31.77	33.44	1.67
Dsan	11	A2	38.56	41.89	3.33
Dsan	11	A3	46.45	49.47	3.02
Dsan	11	A4	53.82	56.85	3.03
Dsan	11	A5	61.09	64.1	3.01
Dsan	11	A6	68.17	71.27	3.1
Dsan	11	A7	75.72	77.64	1.92
Dsan	11	A8	81.55	82.84	1.29
Dsan	12	A1	32.58	34.01	1.43
Dsan	12	A2	38.88	41.98	3.1
Dsan	12	A3	46.49	49.51	3.02
Dsan	12	A4	53.79	56.61	2.82
Dsan	12	A5	60.57	63.53	2.96
Dsan	12	A6	67.14	70.58	3.44
Dsan	12	A7	74.72	78.21	3.49
Dsan	12	A8	82.57	84.39	1.82
Dsan	13	A1	32.37	34	1.63
Dsan	13	A2	38.87	42.41	3.54
Dsan	13	A3	46.71	50.01	3.3
Dsan	13	A4	53.85	56.45	2.6
Dsan	13	A5	60.57	63.6	3.03
Dsan	13	A6	67.29	70.79	3.5
Dsan	13	A7	75.02	78.91	3.89
Dsan	13	A8	81.54	83.59	2.05
Dsan	14	A1	32.47	34.06	1.59
Dsan	14	A2	38.97	42.11	3.14
Dsan	14	A3	46.43	49.73	3.3
Dsan	14	A4	54.15	57.44	3.29
Dsan	14	A5	61.48	64.67	3.19
Dsan	14	A6	68.83	72.32	3.49
Dsan	14	A7	76.66	79.87	3.21
Dsan	14	A8	83.83	86.05	2.22
Dsan	15	A1	30.54	32.43	1.89
Dsan	15	A2	37.35	40.72	3.37
Dsan	15	A3	45.26	48.99	3.73
Dsan	15	A4	53.28	56.78	3.5
Dsan	15	A5	60.97	64.16	3.19
Dsan	15	A6	68.09	71.64	3.55
Dsan	15	A7	75.74	79.2	3.46
Dsan	15	A8	83.02	85.26	2.24
Dsan	16	A1	31.33	32.89	1.56
Dsan	16	A2	38.08	41.34	3.26
Dsan	16	A3	46.07	49.29	3.22
Dsan	16	A4	53.7	56.97	3.27
Dsan	16	A5	61.27	64.39	3.12
Dsan	16	A6	68.35	71.73	3.38
Dsan	16	A7	76.11	79.46	3.35
Dsan	16	A8	83.65	86.43	2.78
Dsan	17	A1	32.05	34.04	1.99
Dsan	17	A2	38.73	42.19	3.46
Dsan	17	A3	46.68	49.97	3.29
Dsan	17	A4	54.15	57.25	3.1
Dsan	17	A5	61.32	64.42	3.1
Dsan	17	A6	68.39	71.64	3.25
Dsan	17	A7	75.9	79.03	3.13
Dsan	17	A8	83.18	85.14	1.96
Dsan	18	A1	31.3	32.88	1.58
Dsan	18	A2	38.16	41.65	3.49
Dsan	18	A3	46.19	49.5	3.31
Dsan	18	A4	53.95	57.19	3.24
Dsan	18	A5	61.65	64.58	2.93
Dsan	18	A6	68.6	71.99	3.39
Dsan	18	A7	76.21	79.76	3.55
Dsan	18	A8	83.59	86.68	3.09
Dsan	19	A1	31.45	33.12	1.67
Dsan	19	A2	37.91	41.15	3.24
Dsan	19	A3	45.53	48.86	3.33
Dsan	19	A4	52.98	56.02	3.04
Dsan	19	A5	59.91	63.08	3.17
Dsan	19	A6	67	70.2	3.2
Dsan	19	A7	74.32	77.33	3.01
Dsan	19	A8	81.37	83.61	2.24
Dsan	20	A1	31.4	33.14	1.74
Dsan	20	A2	37.88	41.22	3.34
Dsan	20	A3	45.63	48.97	3.34
Dsan	20	A4	53.43	56.78	3.35
Dsan	20	A5	60.64	63.88	3.24
Dsan	20	A6	67.77	71.37	3.6
Dsan	20	A7	75.58	79.01	3.43
Dsan	20	A8	83.12	86.27	3.15
Dsan	21	A1	32.4	33.93	1.53
Dsan	21	A2	38.89	42.41	3.52
Dsan	21	A3	47.05	50.36	3.31
Dsan	21	A4	54.8	58.32	3.52
Dsan	21	A5	62.41	65.83	3.42
Dsan	21	A6	70.12	73.53	3.41
Dsan	21	A7	77.48	80.67	3.19
Dsan	21	A8	84.73	86.02	1.29
Dsan	22	A1	31.87	33.61	1.74
Dsan	22	A2	38.56	42.08	3.52
Dsan	22	A3	46.48	49.85	3.37
Dsan	22	A4	54.51	57.78	3.27
Dsan	22	A5	61.9	65.35	3.45
Dsan	22	A6	69.34	72.88	3.54
Dsan	22	A7	77.02	80.67	3.65
Dsan	22	A8	84.45	86.72	2.27
Dsan	23	A1	31.11	32.78	1.67
Dsan	23	A2	38.19	41.54	3.35
Dsan	23	A3	46.02	49.18	3.16
Dsan	23	A4	53.68	56.89	3.21
Dsan	23	A5	60.94	64.05	3.11
Dsan	23	A6	68.26	71.38	3.12
Dsan	23	A7	75.53	78.71	3.18
Dsan	23	A8	82.73	84.25	1.52
Dsan	24	A1	30.9	32.52	1.62
Dsan	24	A2	37.2	40.51	3.31
Dsan	24	A3	44.93	48.02	3.09
Dsan	24	A4	52.53	55.88	3.35
Dsan	24	A5	60.12	63.29	3.17
Dsan	24	A6	67.37	70.85	3.48
Dsan	24	A7	75.17	78.59	3.42
Dsan	24	A8	82.66	84.97	2.31
Dsan	25	A1	31	32.73	1.73
Dsan	25	A2	37.53	40.88	3.35
Dsan	25	A3	45.36	48.9	3.54
Dsan	25	A4	52.97	56.43	3.46
Dsan	25	A5	60.88	64.1	3.22
Dsan	25	A6	68.35	71.38	3.03
Dsan	25	A7	75.95	78.21	2.26
Dsan	25	A8	81.6	82.86	1.26
Dsan	26	A1	32.08	33.77	1.69
Dsan	26	A2	38.72	41.92	3.2
Dsan	26	A3	46.61	49.59	2.98
Dsan	26	A4	54.02	57.13	3.11
Dsan	26	A5	61.3	64.43	3.13
Dsan	26	A6	68.54	71.32	2.78
Dsan	26	A7	75.45	78.42	2.97
Dsan	26	A8	82.5	84.14	1.64
Dsan	27	A1	32	33.56	1.56
Dsan	27	A2	38.68	41.86	3.18
Dsan	27	A3	46.33	49.58	3.25
Dsan	27	A4	53.88	57.23	3.35
Dsan	27	A5	61.49	64.72	3.23
Dsan	27	A6	68.72	71.9	3.18
Dsan	27	A7	75.89	79.04	3.15
Dsan	27	A8	82.84	84.98	2.14
Dsan	28	A1	31.76	33.41	1.65
Dsan	28	A2	38.64	41.82	3.18
Dsan	28	A3	46.22	49.49	3.27
Dsan	28	A4	54.05	57.46	3.41
Dsan	28	A5	61.46	64.81	3.35
Dsan	28	A6	68.62	71.97	3.35
Dsan	28	A7	75.85	79.36	3.51
Dsan	28	A8	83.31	86.42	3.11
Dsan	29	A1	30.96	32.44	1.48
Dsan	29	A2	37.61	40.75	3.14
Dsan	29	A3	45.27	48.39	3.12
Dsan	29	A4	52.95	56.34	3.39
Dsan	29	A5	60.32	63.53	3.21
Dsan	29	A6	67.61	70.61	3
Dsan	29	A7	75.32	77.92	2.6
Dsan	29	A8	82.08	84.45	2.37
Dsan	30	A1	30.35	31.77	1.42
Dsan	30	A2	36.82	39.96	3.14
Dsan	30	A3	44.46	47.86	3.4
Dsan	30	A4	52.43	56	3.57
Dsan	30	A5	60.37	63.95	3.58
Dsan	30	A6	68.29	71.89	3.6
Dsan	30	A7	75.94	79.47	3.53
Dsan	30	A8	82.95	85.64	2.69
Dsan	31	A1	30.63	32.32	1.69
Dsan	31	A2	37.33	40.39	3.06
Dsan	31	A3	44.96	48.04	3.08
Dsan	31	A4	52.48	55.69	3.21
Dsan	31	A5	59.86	63.1	3.24
Dsan	31	A6	67.11	70.56	3.45
Dsan	31	A7	74.57	77.78	3.21
Dsan	31	A8	82.22	84.31	2.09
Dsan	32	A1	30.77	32.4	1.63
Dsan	32	A2	37.32	40.49	3.17
Dsan	32	A3	45.08	48.37	3.29
Dsan	32	A4	52.88	55.95	3.07
Dsan	32	A5	60.26	63.41	3.15
Dsan	32	A6	67.66	70.89	3.23
Dsan	32	A7	75.37	78.79	3.42
Dsan	32	A8	83.04	85.6	2.56
Dsan	33	A1	31.21	32.8	1.59
Dsan	33	A2	38.2	41.38	3.18
Dsan	33	A3	45.94	49.12	3.18
Dsan	33	A4	53.36	56.53	3.17
Dsan	33	A5	60.93	64.16	3.23
Dsan	33	A6	68.34	71.57	3.23
Dsan	33	A7	75.78	79.43	3.65
Dsan	33	A8	83.71	86.44	2.73
Dsan	34	A1	31.01	32.67	1.66
Dsan	34	A2	37.6	40.72	3.12
Dsan	34	A3	45.11	48.24	3.13
Dsan	34	A4	52.45	55.6	3.15
Dsan	34	A5	59.79	63.14	3.35
Dsan	34	A6	67	70.48	3.48
Dsan	34	A7	74.6	78.31	3.71
Dsan	34	A8	82.13	85.03	2.9
Dsan	35	A1	30.99	32.78	1.79
Dsan	35	A2	37.79	40.88	3.09
Dsan	35	A3	45.51	48.56	3.05
Dsan	35	A4	52.82	56	3.18
Dsan	35	A5	60.17	63.33	3.16
Dsan	35	A6	67.55	70.96	3.41
Dsan	35	A7	75.61	78.96	3.35
Dsan	35	A8	83.2	85.72	2.52
Dsan	36	A1	31.51	33.03	1.52
Dsan	36	A2	38.23	41.47	3.24
Dsan	36	A3	46.16	49.4	3.24
Dsan	36	A4	53.79	57.12	3.33
Dsan	36	A5	60.97	64.34	3.37
Dsan	36	A6	68.06	71.68	3.62
Dsan	36	A7	75.51	78.39	2.88
Dsan	36	A8	82.39	84.08	1.69
Dsan	37	A1	30.95	32.6	1.65
Dsan	37	A2	37.71	40.92	3.21
Dsan	37	A3	45.67	48.82	3.15
Dsan	37	A4	53.31	56.57	3.26
Dsan	37	A5	60.91	64.1	3.19
Dsan	37	A6	68.49	71.95	3.46
Dsan	37	A7	76.22	79.64	3.42
Dsan	37	A8	83.44	84.94	1.5
Dsan	38	A1	31.08	32.68	1.6
Dsan	38	A2	37.76	40.93	3.17
Dsan	38	A3	45.6	48.77	3.17
Dsan	38	A4	53.13	56.41	3.28
Dsan	38	A5	60.77	63.95	3.18
Dsan	38	A6	68.29	71.39	3.1
Dsan	38	A7	75.65	78.64	2.99
Dsan	38	A8	83.25	84.71	1.46
Dsan	39	A1	31.34	32.94	1.6
Dsan	39	A2	38.18	41.43	3.25
Dsan	39	A3	45.93	49.08	3.15
Dsan	39	A4	53.36	56.49	3.13
Dsan	39	A5	60.91	64.05	3.14
Dsan	39	A6	68.01	71.26	3.25
Dsan	39	A7	75.21	78.32	3.11
Dsan	39	A8	82.79	84.99	2.2
Dsan	40	A1	31.57	33.23	1.66
Dsan	40	A2	38.33	41.52	3.19
Dsan	40	A3	46.02	49.12	3.1
Dsan	40	A4	53.72	56.83	3.11
Dsan	40	A5	61.15	64.37	3.22
Dsan	40	A6	68.43	71.75	3.32
Dsan	40	A7	75.93	79.41	3.48
Dsan	40	A8	83.81	86.67	2.86
Dsan	41	A1	31.55	33	1.45
Dsan	41	A2	37.86	41.36	3.5
Dsan	41	A3	46.14	49.24	3.1
Dsan	41	A4	53.51	56.87	3.36
Dsan	41	A5	60.96	64.36	3.4
Dsan	41	A6	68.55	71.87	3.32
Dsan	41	A7	76.47	79.82	3.35
Dsan	41	A8	84.18	86.68	2.5
Dsan	42	A1	30.6	32.34	1.74
Dsan	42	A2	37.44	40.92	3.48
Dsan	42	A3	45.67	48.15	2.48
Dsan	42	A4	52.73	56.11	3.38
Dsan	42	A5	60.62	64.1	3.48
Dsan	42	A6	67.88	71.32	3.44
Dsan	42	A7	75.86	79.45	3.59
Dsan	42	A8	83.67	87.24	3.57
Dsan	43	A1	31.83	33.38	1.55
Dsan	43	A2	38.27	41.73	3.46
Dsan	43	A3	45.82	49.11	3.29
Dsan	43	A4	53.08	56.58	3.5
Dsan	43	A5	60.77	64.15	3.38
Dsan	43	A6	67.97	71.29	3.32
Dsan	43	A7	75.4	78.85	3.45
Dsan	43	A8	82.58	85.71	3.13
Dsan	44	A1	31.11	32.56	1.45
Dsan	44	A2	37.35	40.72	3.37
Dsan	44	A3	44.85	48.18	3.33
Dsan	44	A4	52.38	55.82	3.44
Dsan	44	A5	59.86	62.98	3.12
Dsan	44	A6	67.36	70.63	3.27
Dsan	44	A7	75.12	78.21	3.09
Dsan	44	A8	81.9	84.99	3.09
Dsan	45	A1	30.87	32.49	1.62
Dsan	45	A2	37.68	41.01	3.33
Dsan	45	A3	45.74	49.07	3.33
Dsan	45	A4	53.71	57.13	3.42
Dsan	45	A5	61.38	64.9	3.52
Dsan	45	A6	69.37	72.72	3.35
Dsan	45	A7	74.53	78.08	3.55
Dsan	45	A8	82.25	85.28	3.03
Dsan	46	A1	28.85	30.65	1.8
Dsan	46	A2	35.67	39.06	3.39
Dsan	46	A3	43.9	47.39	3.49
Dsan	46	A4	52.05	55.26	3.21
Dsan	46	A5	59.86	62.82	2.96
Dsan	46	A6	67.07	70.05	2.98
Dsan	46	A7	74.87	77.06	2.19
Dsan	46	A8	81.63	83.52	1.89
Dsan	47	A1	31.97	33.48	1.51
Dsan	47	A2	38.79	42.15	3.36
Dsan	47	A3	46.63	50.08	3.45
Dsan	47	A4	54.34	57.7	3.36
Dsan	47	A5	61.84	65.26	3.42
Dsan	47	A6	69.01	72.56	3.55
Dsan	47	A7	76	79.22	3.22
Dsan	47	A8	82.38	84.26	1.88
Dsan	48	A1	32.16	33.86	1.7
Dsan	48	A2	39.08	42.59	3.51
Dsan	48	A3	47.07	50.33	3.26
Dsan	48	A4	54.71	58.15	3.44
Dsan	48	A5	61.83	65.15	3.32
Dsan	48	A6	68.71	72.08	3.37
Dsan	48	A7	76.03	78.87	2.84
Dsan	48	A8	82.66	84.7	2.04
Dsan	49	A1	32.05	33.67	1.62
Dsan	49	A2	38.87	42.03	3.16
